word	x	y	nearest
intent	59.0183446058	-5.0711967246	0.372
dissipation	2.19120627965	73.611510015	0.681
discharge	62.2950809115	5.51661829184	0.317
compunction	1.52065472519	-7.50222814209	0.261
to-day	44.6951363496	30.8854694308	0.371
apology	-37.701935222	83.7870617875	0.793
side-glass	-19.3989860807	-32.0696471596	0.225
interval	-24.775463748	84.193692737	0.788
reception	5.07025840045	-86.2166042388	0.347
time	-97.7282185785	-64.5002335862	0.995
intimacy	-67.1667460199	44.2641970457	0.911
gown	-38.6701304934	-83.8632040807	0.658
coach	-62.1503537054	49.6026645849	0.874
half-whisper	36.637984765	-38.0024677406	0.223
corps	32.0686567739	70.3067259265	0.546
impression	-49.4765463379	37.954233843	0.873
dance	-60.7159443219	40.0822985994	0.902
horseback	5.87404730829	12.2710514583	0.401
abatement	1.55718047459	27.9944282968	0.233
mile	-47.1506217563	-98.8620378422	0.802
battle	16.4322244934	15.6152149947	0.310
chair	-46.4741703631	-95.5765396269	0.793
varnish	-4.82996846862	9.62555198222	0.257
anticipation	37.6280741513	66.4306383414	0.502
father	-80.351916009	-14.5638146884	0.951
passage	21.7544451813	67.5205515683	0.660
charge	10.7594464283	-19.589838923	0.237
avowal	30.8501816247	-47.7519979416	0.265
terror	45.4209440476	69.1457145729	0.521
sing	47.520926252	-67.9226119534	0.265
advantage	-19.2358233299	-76.5771084816	0.579
choice	-69.3113063745	14.4909195289	0.949
congregation	-13.5072386592	-53.183165621	0.407
merit	32.7743901794	-42.1125363538	0.205
cook	6.79342881665	-25.2039480618	0.266
trouble	-76.3706587185	1.04180005617	0.958
minute	-55.1768921246	-101.18889313	0.875
brother	-97.1364415817	-65.6693109429	0.996
ascertaining	47.9685404122	-55.9144936465	0.252
leave	-71.5349141969	22.6649968247	0.931
excellence	16.0774319637	-71.6219303161	0.431
speculation	22.9853075137	21.1636158752	0.411
gentlewoman	38.9162596105	-68.6481730344	0.313
round	-52.8532813119	-100.857289977	0.875
application	1.47363322411	-69.1297515684	0.387
accomplishment	18.8781470267	-80.559472602	0.367
regret	-76.3894509538	-18.6579770752	0.972
sigh	-69.0708320084	29.3589980104	0.917
injunction	28.95515863	-29.0279563806	0.235
sign	54.6998717806	70.7605297036	0.597
cost	37.7234224506	-78.0767760564	0.325
talker	46.7299162886	64.018467602	0.480
perplexity	24.5897681338	47.0607316155	0.546
run	-3.29158711676	74.204865591	0.673
fear	-40.0488074068	48.7826767216	0.832
curse	49.1239048414	60.686726237	0.410
constitution	-2.19703758858	-19.8060029831	0.219
church	12.5078503148	27.115483119	0.488
assistance	42.2257448556	-6.64915057757	0.415
favour	-72.81052247	-34.0122462428	0.976
uniform	65.7673733597	-9.81287777482	0.291
business	-74.1512641954	-36.402033322	0.981
ill-nature	-1.56107210801	15.9508692572	0.288
reply	-38.7907525295	72.2625057163	0.812
appeal	51.743392173	51.2606771167	0.490
feebleness	46.378730228	-22.6071364624	0.304
muslin	29.521435676	47.4297205624	0.489
honour	-79.2740060387	-45.0439719702	0.986
clerk	3.16691073334	-14.3342145961	0.255
understanding	11.7510712817	83.7193807132	0.721
water	-44.9032102925	-85.8064476329	0.738
pleasantest	37.031445445	7.93172676153	0.323
address	-14.528972316	74.601659931	0.731
change	-73.5665260429	-26.0214420385	0.977
wait	-56.6568674715	42.7989941523	0.891
boy	2.82144063321	-73.2562395275	0.384
merriment	11.8089648311	-5.61760190319	0.228
parasol	14.6284652485	-8.24634510858	0.256
boast	20.0552136744	-63.3353649313	0.466
bow	14.9338626751	-59.8308413858	0.328
trial	17.4879152925	85.797230965	0.715
suggestion	37.3325483422	36.30040324	0.406
hospitality	-13.540810647	-83.6772878417	0.553
love	-85.6531325722	-50.9296318327	0.984
humour	-70.1021667248	33.1517191993	0.922
connivance	4.00314201291	-23.5854074383	0.238
market	44.7993518924	67.861102037	0.484
everybody	-14.6481467843	70.0953729129	0.754
wealth	-28.1631465289	79.5799351784	0.716
sake	-33.0349832291	83.8524361464	0.790
ingenuity	-0.568589964105	61.5379605857	0.668
visit	-81.2399244435	7.98423850254	0.950
vigour	44.1576513276	38.6216212362	0.483
wood	-27.0623994645	-80.7753313532	0.611
prey	15.6825705015	44.0513282303	0.469
memory	32.3620427334	41.3112302012	0.463
dismay	48.4006172777	-9.130324506	0.267
entrance	-66.0234636821	36.5844641866	0.915
sharing	27.4359032562	2.24203597989	0.303
condescension	-33.4277837223	-94.9194833137	0.616
altar	6.50527983852	-66.7703423392	0.276
repentance	41.4265573999	56.8245686014	0.522
envelope	53.9695207044	7.6262506952	0.232
breakfast-parlour	8.38554391077	-32.3998115991	0.265
clue	-12.180181774	-33.8696026309	0.225
virtue	-31.9313660156	58.8461406603	0.814
effort	61.7700725414	-0.889463961396	0.240
behalf	-36.7932160955	69.718001397	0.793
pretend	-13.311596994	77.2460455265	0.780
soul	43.9325337596	-31.6612431627	0.249
soup	17.735314493	48.6721023281	0.458
following	8.47047189722	79.8808126328	0.645
indolence	39.3948406591	51.226907852	0.497
laughter	7.12876998586	-52.2898261074	0.362
heart	-90.4340829179	-58.8939297703	0.991
performer	3.55786678792	-2.80038786253	0.248
nursing	0.909073139115	72.9332656894	0.684
figure	-47.5303482863	56.503283869	0.859
topic	65.7424608599	-26.6973674324	0.287
inexperience	46.9280764729	-20.1081481638	0.245
stroke	34.0255449235	15.3648581565	0.467
council	-11.4879688994	-46.1930582891	0.319
admirer	23.7636480901	54.5850494114	0.576
offense	71.2167308535	-48.3716996847	0.277
winter	-16.7210671834	17.1968853393	0.483
discussion	-66.5189534769	45.4468812341	0.906
mismanagement	2.74684816958	-53.3775856195	0.241
write	19.8184566946	28.7246454422	0.352
persuasion	-64.1855036991	39.7820059099	0.893
economy	24.0986652958	38.6099619749	0.404
staircase	-48.1893753023	51.5717793899	0.815
sacrifice	22.2223440406	-18.3640994109	0.232
spot	-56.3616549107	45.6611611269	0.887
accessory	-2.76665191994	9.83543920303	0.339
mankind	27.2743821443	-2.90423655766	0.278
date	2.26602895092	9.89361300433	0.321
man	-97.2719671691	-63.2096167813	0.992
stress	33.9992953838	-77.9449405582	0.312
remember	5.24468324934	63.77545185	0.633
yielding	55.0090229187	69.3023772313	0.537
propriety	-42.0677699177	58.7379125843	0.837
self-reproach	48.2924905304	56.7882404758	0.463
sedateness	75.4775797454	10.0859263605	0.310
deposit	67.2252069617	-26.945642696	0.249
representation	-17.7221359402	54.1578225942	0.758
talk	-76.6809569234	19.4721125903	0.933
sonnet	47.5852647986	67.8594039823	0.526
counsellor	56.7109382988	-37.4743217017	0.263
midnight	14.8631455342	-66.9658755783	0.375
stability	13.3286652369	-46.8961775016	0.262
course	-92.6499679592	-61.5930415704	0.993
pitch	20.3158836177	62.1034630176	0.625
cold	-19.9960139046	68.3242514776	0.787
worship	47.3165088293	-35.8605752855	0.253
tendency	13.4667340587	-51.7408196936	0.305
thoughtfulness	-9.45429741044	-97.9744237924	0.469
trifle	-52.9328276178	45.6774147641	0.862
group	-28.0309141003	-91.8396488316	0.632
solace	50.5968035972	25.4921100649	0.438
vicinity	8.86940307756	-52.1105439926	0.347
maid	-39.7346801706	-88.3274124994	0.734
window	56.7374342207	41.5397755422	0.342
suspicion	-33.4392418762	-89.2717550461	0.675
atonement	-8.30504937293	55.6637135664	0.670
petition	32.9279542246	-12.9319559961	0.259
correspondence	63.4726318819	-40.8163081257	0.247
equipage	-4.98446240323	23.6966108012	0.414
sooner	-54.0061641211	42.2948278333	0.893
liberality	-5.74959767068	68.7491382029	0.680
interview	-39.2128268041	-81.4566345011	0.633
half	-53.5058213867	-97.4921564666	0.769
courtship	30.1871339626	72.6931039623	0.636
provision	40.4690208989	-7.30694926479	0.242
hall	-13.7780066527	-36.6356943216	0.292
concerto	41.6597349752	84.9846402395	0.610
term	-3.37520947871	74.6525904092	0.738
name	-74.237271939	-19.0172493664	0.971
servant	13.2757743746	67.6006036796	0.610
drop	-17.5951425907	64.5417512163	0.736
xlv	51.0752962201	-41.2063620997	0.245
quarter	0.912560902674	27.5568527302	0.240
vexation	31.0215893638	-43.2449751743	0.255
subjection	53.2465727102	47.0432115706	0.536
square	-20.1885651946	-74.8129380981	0.542
gape	-14.2997955741	-15.8080560606	0.260
receipt	18.2176827964	11.037205554	0.255
prompter	30.6518594601	-8.15981944631	0.335
farewell	-3.96154143093	82.2364632308	0.724
apothecary	12.024421548	26.5685183395	0.472
year	-72.8518698256	-41.7397981312	0.980
girl	-83.6160563186	-50.6066874928	0.988
neighbourhood	-4.35448800578	75.9210610588	0.672
exclamation	20.153907896	57.0505934549	0.514
living	-40.7744232964	77.2240051881	0.833
circumspection	-4.65858012932	-10.2173446902	0.269
intercourse	-58.0460474958	33.0106503343	0.897
space	6.26274786808	61.9556703031	0.596
profit	-3.73072105514	-30.7837597542	0.234
interference	-19.8318748693	76.9275661816	0.790
liveliness	-6.79631840547	-20.1215629639	0.396
mess	52.9727300734	-17.6896396302	0.204
stuff	-31.8760898904	-88.5657730603	0.629
housemaid	48.7854960755	24.3873186967	0.425
assurance	-57.5610071336	43.7284816661	0.882
fellow-creatures	29.4006122154	13.0031704342	0.311
delicacy	18.7240705256	40.2809400716	0.408
possibility	23.1863705202	70.7856600725	0.627
disrespect	20.2922746713	-63.9851543251	0.307
bandbox	1.32375024106	8.4417305749	0.289
obligation	-38.9810114313	72.6733121215	0.811
cough	-10.7815894677	-51.8945206022	0.347
remainder	51.45221567	9.76288346645	0.442
card	-76.814913211	26.1866300764	0.936
care	-58.9487681209	47.8107610637	0.903
patronage	17.7712414774	-48.3778520777	0.303
advance	15.339173216	-53.7804702913	0.311
contemplation	-71.2102542879	43.0726647567	0.903
language	0.765053497654	-42.5672055673	0.214
waiter	-1.73980706642	-38.670655797	0.256
transition	47.6478233069	60.5864732918	0.409
motion	-38.7780685781	-96.4001131288	0.732
thing	-91.6098683264	-58.9876803249	0.990
place	-84.2586510453	-54.7760207807	0.990
invitation	-81.1232121638	-0.0417702792444	0.960
thankfulness	51.7008672534	-45.948109554	0.357
promotion	-22.1552213241	64.5878365854	0.805
view	23.4581588886	-86.4683742356	0.379
childhood	23.145686339	52.1067763184	0.482
emotion	-72.3442712154	37.2349617157	0.910
cheese	-10.2682013901	-75.4385217507	0.433
dwelling	-24.4159664623	84.346847112	0.786
well-wisher	-0.706422927298	-68.7798759285	0.384
one	-66.9611619413	33.2166784904	0.909
self-denial	42.8299664722	52.3172408175	0.582
ring	21.8250657197	84.7840259349	0.599
forwarding	17.0373800185	86.964746583	0.678
size	-33.9158067785	58.8882796231	0.817
gig	42.353823304	-14.525665434	0.277
little	17.8900656137	-40.3270772744	0.251
sheet	62.1703685176	-17.9162686806	0.252
convent	32.3695954355	81.1006562051	0.677
anyone	13.6275064789	-75.5016535537	0.361
friend	-96.1488014286	-63.5279002023	0.994
hug	-3.04616343967	-35.2544962401	0.281
reverie	-6.4032896434	12.9277137329	0.447
season	0.288906303496	60.4030687594	0.638
copy	61.9289312769	-17.9060006926	0.256
folly	19.7397406843	60.9319967437	0.537
discernment	-28.2063765269	-85.0979878081	0.611
casement	0.879110674418	-1.49266927279	0.258
future	-80.6496175419	11.7967572067	0.943
venture	44.6050043618	53.5682209555	0.639
oath	38.1478935553	7.88114901452	0.271
respectability	-37.3454865306	70.9879529941	0.787
prospect	-19.6383346961	78.6459145866	0.776
illness	-33.0280134695	84.0199308476	0.790
angel	-7.4018765728	-70.6760528432	0.426
revolt	23.1992801346	65.5154707323	0.619
argument	-24.7975542034	64.3695519895	0.797
suspense	-18.9702228618	-88.412032967	0.574
rent	38.8552376358	-70.0161861117	0.305
anger	-79.9830489479	-1.17146408564	0.957
breakfast	-17.5130708088	76.7020907747	0.727
self-consequence	-10.3056553414	-77.3100718269	0.477
sat	33.7963751524	35.1206163731	0.468
prosperity	11.3441745447	71.0843540443	0.661
sport	7.66784165457	-62.2715474777	0.439
form	-31.3888399151	55.6757176526	0.832
diligence	47.5745417644	15.1284108667	0.246
note	-73.481696212	-2.83614799933	0.960
dining	-46.0276627485	-96.7098066478	0.788
emphasis	44.0269570506	31.0804366917	0.385
animation	-1.37877507392	-82.1045673901	0.419
performance	37.6138218625	-14.9336923365	0.312
wonder	-69.6330829132	35.0956333686	0.914
good-nature	-28.0540492678	-67.9687906533	0.582
frost	36.9584368093	64.6700303041	0.464
pain	-77.3125113927	-41.2456609589	0.981
trace	-35.8314721331	-82.1211137164	0.652
syllable	2.62857098499	-53.9987431647	0.382
price	-39.7356675875	56.3214516957	0.832
unkindness	36.5044006178	-75.670956857	0.242
satisfying	77.2783872974	10.2064764783	0.280
entreaty	4.56417069815	20.933791834	0.363
pair	25.7033351531	-16.6869350883	0.215
annum	64.6744252837	-7.94328545125	0.250
billiard-room	24.4921275328	34.9431474701	0.456
drive	-46.6863772251	74.7876796521	0.838
deportment	-1.4815210847	-77.7141559652	0.446
hear	36.7314556027	34.1996071165	0.401
ordination	17.2223335986	-56.1281727183	0.327
quantity	45.2865516932	-26.3332991234	0.305
slope	-18.0964322223	-82.3288691333	0.549
walking	-78.9494853386	21.5748626451	0.933
show	66.8965031845	-29.6491430922	0.235
supposition	63.1444834632	-42.8160929133	0.328
veranda	48.0456685907	-45.6588675366	0.259
trespass	19.0644746743	-10.9972292242	0.241
hack	45.6972549641	-36.5429084159	0.216
corner	61.4954090069	30.64424359	0.415
ground	49.5462299158	-63.3871840619	0.276
title	31.9848441445	-13.5512974103	0.325
treasure	25.0991078686	75.2538113478	0.599
proportion	25.0282968544	30.5062696457	0.475
obstinacy	42.5958641585	-34.8276879575	0.247
manoeuvre	56.939745163	8.93080800469	0.281
stain	6.15251673898	-35.5943355702	0.237
dispute	26.3010552462	-44.5978231351	0.249
exaggeration	47.4473233654	-19.9385901844	0.239
incivility	17.8349061656	-45.5034797905	0.276
assistant	43.5537242374	-2.54992800073	0.248
expectation	-71.8326051219	-30.9372278218	0.975
grave	61.1201479116	40.284078022	0.463
slyness	29.8829200114	-35.6208008717	0.224
lowness	-12.4650294438	-93.4501169561	0.587
hedge	-16.6499391514	-67.9375299931	0.519
stroll	21.6226406263	66.2129937099	0.605
man-servant	32.6960621745	13.75853632	0.460
resource	66.3803530804	-26.7228937131	0.230
yield	46.497003335	20.1622245708	0.381
morning	-80.3329610173	-52.8743204255	0.987
landlord	14.5325471779	75.7747991196	0.666
husband	-72.3835157779	-36.0242743983	0.981
seat	-3.27089258484	73.694995416	0.705
unfit	6.01605179221	26.5820076335	0.433
salutation	47.9559246126	-5.99485104092	0.312
asperity	50.8854639727	-12.3932302758	0.226
concern	-57.9300448249	60.3420653796	0.862
mutton	-25.8802564357	-77.8897068979	0.549
review	-35.7777795087	52.1001765818	0.830
ornament	31.5096869876	8.19248478547	0.322
cheerfulness	-21.5578283179	-98.1362553923	0.543
enough	9.01303010526	-9.68968985245	0.238
complexion	-29.3472165372	72.102568387	0.761
reading	26.7925499805	26.6757054988	0.299
arrival	-81.850160399	-51.9793566111	0.989
notice	-77.3542943852	24.4092348599	0.937
parent	-15.8476382515	-74.9400394385	0.490
screen	-1.81020498892	39.7536753609	0.544
blame	-0.642673690715	36.6423166626	0.590
countenance	-75.4976032626	-18.7885434054	0.972
article	32.8325848235	72.9577720478	0.634
come	-1.18208030161	62.1036887662	0.660
destroyer	22.0110776266	-64.4443349006	0.219
residence	-42.9731026634	70.1297627461	0.805
reasonableness	44.4385977386	45.9275515267	0.411
tour	28.850500175	-57.5366042338	0.275
haunch	-13.5726549336	-49.1969101178	0.292
disappointment	-75.4339809214	18.3419185119	0.947
expression	-32.295977049	78.8557331447	0.795
allowance	0.887602906429	-78.5180766725	0.293
duty	-70.7224650202	-23.51307995	0.980
curricle	-65.4802377399	46.6684185254	0.893
period	-82.772822397	14.3196314563	0.944
resentment	48.6942288327	16.8949604011	0.387
satisfaction	-76.2736617043	15.1039944815	0.945
gaiety	16.3955316043	14.8082059055	0.459
learning	17.9844291228	22.465336996	0.435
mortification	-1.55361312184	68.9316191258	0.659
sensible	-27.0482771869	65.9211824012	0.799
stretch	-10.1264511908	-51.2440477334	0.329
west	12.6103160911	-57.0546099275	0.337
repine	43.5197293578	3.0870240639	0.239
mark	50.6564494525	-37.7121167637	0.205
breath	40.6051295847	75.2771662353	0.442
direction	-37.8083494952	56.7087805673	0.821
blessing	-53.9810531996	34.8970378187	0.913
ostentation	-8.33262516849	-41.8024740211	0.275
drawer	38.7025782296	45.7069323452	0.423
declaration	50.0481356542	20.5319843071	0.358
one-and-twenty	12.1105965331	-20.7152120454	0.239
spirit	-82.2752188458	4.98934199663	0.952
aid	54.6756657578	30.5769796141	0.378
sound	-12.2409023616	74.8111031429	0.727
isabella	-71.896981055	-24.9012620308	0.978
sophy	37.7726448174	-3.9936847313	0.285
slumber	-28.5210571904	-69.5559723847	0.512
pretence	44.0293069589	45.8119770911	0.467
nothingness	-34.7369176342	52.0429089151	0.793
newspaper	27.1920991407	89.5231459514	0.639
situation	-81.8375544782	-53.4757168611	0.988
cart	39.6572129146	-48.4730015122	0.230
brow	45.9560967089	38.1953325976	0.485
purse	-24.1709026155	-83.179090368	0.563
cluster	6.23304218626	-11.0660215045	0.235
pressing	8.04186758351	43.7864339328	0.539
return	-71.2672953646	-37.0277249981	0.978
fame	21.3303450394	-29.8906544399	0.234
mite	32.5098307807	-63.515778913	0.264
fender	67.3446538352	50.2946233179	0.543
gravel	-2.48053861392	-68.5110346308	0.320
dining-room	-5.58591793398	-59.0301444599	0.332
speech	11.3121535295	-6.42797269248	0.216
deference	-12.4408983724	75.5712063661	0.730
week	-79.2420289035	-48.4370094344	0.988
finish	45.6898655128	-25.9985168037	0.263
enjoyment	-74.2715952827	31.3655269521	0.922
refusal	-40.368222482	75.0609154292	0.808
companion	-74.2727480771	12.7586851232	0.937
petticoat	18.2932255761	13.9438951748	0.306
fruit	32.8099842191	25.5662544658	0.351
longing	-54.1929553385	62.3697894094	0.806
recital	5.39832568778	-80.6521737995	0.321
relief	22.4689070143	90.9460025489	0.700
bottle	0.102033715915	97.5878146706	0.725
inability	0.533690654348	-52.0611244831	0.297
termination	-18.2907907075	-8.77224908909	0.230
model	6.76228034527	-25.4956143743	0.219
summer	9.55119429957	2.47212129221	0.271
idleness	-15.9372574441	-84.8241479271	0.514
diffident	10.9326905311	1.17814783952	0.261
dinner-time	21.4320013553	85.3928543328	0.672
money	-68.6589013899	-22.8386241735	0.975
rest	-79.5255721997	-54.1093341211	0.984
lavender-water	14.9966406714	-16.2351953709	0.263
aspect	-11.6179218374	-93.4840653822	0.441
satin	50.9113586918	-37.5971984657	0.234
blow	23.0237400846	71.1824050013	0.656
presumption	21.0755190006	77.1548726559	0.730
death	-35.2994706066	-76.368440238	0.567
gentleness	-62.7867220533	42.1016968505	0.890
suitableness	20.9988881277	14.6940504409	0.361
hint	-0.427775281957	80.7380826739	0.729
thinking	7.12575036018	63.2687705151	0.609
improvement	-62.2163306329	45.5498576926	0.886
instrument	19.120375294	80.4382289281	0.595
treatment	-7.15184999924	-3.12849640438	0.270
struck	-18.2802748723	-8.77152865835	0.299
kingdom	19.8665640753	44.5878020338	0.413
offence	-7.89471902449	73.039304237	0.731
petulance	69.2588614017	-22.2195488279	0.248
quickness	-42.5791297393	-81.5663332636	0.692
secrecy	24.9982689322	39.7683569435	0.447
world	-85.6320460294	-50.3575213119	0.982
execution	5.84383159191	59.7581205005	0.496
lady	-37.3085211912	77.2311880284	0.794
furniture	-52.1966940017	-102.733161992	0.841
accusation	52.0795399802	4.96163978528	0.300
fortune	-69.4877448143	-31.6018528449	0.975
stranger	73.7403807827	0.14886782866	0.360
chamber	31.8221454199	-42.7882767872	0.225
benefit	6.99880995079	74.5497452298	0.656
superiority	-45.046425847	52.4893827119	0.864
nose	0.614428260582	-73.6630874732	0.389
falsehood	4.57328146978	-29.2702644956	0.244
veracity	63.1518793045	31.0738314137	0.403
imprisonment	-20.511778292	-97.8061803406	0.531
competition	8.18725209981	-44.292885626	0.278
table	28.7861897701	69.3192812969	0.547
duration	-11.6250794905	-58.7862235236	0.432
noon	-1.53986985271	-21.4553292026	0.201
footing	-39.1919063731	-79.9263160228	0.561
knife	-25.1646604926	-75.8822376544	0.514
welcome	41.3027146019	85.0420509589	0.630
assembly	-11.312839805	-68.4599425249	0.442
power	-49.1623516076	43.7972024997	0.887
forgetfulness	42.0409523175	23.2752910975	0.388
innocence	-19.0050158879	68.2637336106	0.772
handsomest	40.2830669394	-58.1659298619	0.248
comparison	36.0697181836	55.4744162739	0.543
stone	-38.9647163386	-92.2380968303	0.699
son-in-law	4.81546391063	-29.1589587782	0.214
island	-10.1566156836	-45.057415779	0.263
violence	4.50707774985	-44.5331223444	0.329
sublimity	28.9890315109	-37.2713103485	0.228
remonstrance	-23.6576279841	66.9598604188	0.766
earnest	55.1232434403	-25.7846510527	0.261
act	-60.7082769246	63.2860221794	0.822
mean	29.4281795413	70.4200334813	0.582
road	-18.8604473948	55.3579476542	0.796
burning	29.4324245971	-4.43498360519	0.286
communication	-69.5656308865	18.3838694675	0.931
huswife	46.8550104711	-27.2307875931	0.263
determine	11.1949027924	14.3163581012	0.310
pleasantry	64.7420464305	30.3341608078	0.412
her	-76.8123328364	-45.7718514729	0.986
gleam	6.94644211845	-57.6670501833	0.447
lot	33.6735649655	6.9937678595	0.399
politeness	-50.9083964173	64.0011661884	0.852
valley	2.53517328738	16.4066226066	0.339
fish	66.6315488128	66.5394468818	0.519
mischief	5.89600882603	62.6717966152	0.586
bowling-green	22.7999568	-32.3182694514	0.250
regard	-82.9225206738	8.2911461795	0.953
downstairs	-16.9712065394	60.4263369312	0.714
feather	41.8190833496	-13.3955535173	0.225
circulation	39.831155272	4.03367903513	0.310
rage	13.9014964238	39.1051406103	0.413
intermission	-28.3808845402	75.0554634591	0.802
turnpike-road	51.8450553468	3.92772856002	0.373
self-conceit	0.863255998018	10.65877163	0.222
affection	-94.9048877407	-62.4144290803	0.995
palate	25.651025557	-22.3014028567	0.317
deliberation	37.4329339745	44.1164076259	0.431
taste	37.0108657462	-35.3580961574	0.305
self-importance	-41.7381541596	62.5653535123	0.844
fellow	-32.5503816614	64.041563552	0.784
imagination	-73.9960258169	19.8780676216	0.939
landscape	62.3547911658	24.6392755214	0.304
draughts	28.5253705789	-64.4905878099	0.304
sanguine	69.6648699304	51.8904024654	0.477
field	-25.1321788014	56.4116471108	0.772
trash	65.1580658809	1.19914243912	0.365
briefly	20.5953801148	78.0329163493	0.701
intimation	12.6223498672	-15.2311568762	0.216
pool	5.01402519233	-14.127933316	0.263
